	title	url	party	year	type	lang	doc_id	party_abbr
127	                  Maaseutupoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/441	Suomen Sosialidemokraattinen Puolue	2002	erityisohjelma	FI	SDP_441	SDP
128	                  IHMISIÄ ON KOHDELTAVA TASA-ARVOISESTI - Kunnallisvaalijulistus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/432	Suomen Sosialidemokraattinen Puolue	2000	vaaliohjelma	FI	SDP_432	SDP
129	                  KOMMUNERNA SKAPAR GRUNDEN FÖR ETT GOTT OCH TRYGGT LIV - SDPs kommunalvalsprogram 2000                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/419	Suomen Sosialidemokraattinen Puolue	2000	vaaliohjelma	SV	SDP_419	SDP
130	                  Kunnissa luodaan turvallisen ja hyvän elämän edellytykset - Kunnallisvaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/430	Suomen Sosialidemokraattinen Puolue	2000	vaaliohjelma	FI	SDP_430	SDP
131	                  Ihmisten Eurooppa - yhdessä, turvallisesti - Vaalijulistus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/412	Suomen Sosialidemokraattinen Puolue	1999	vaaliohjelma	FI	SDP_412	SDP
132	                  Jokaisella oikeus turvattuun elämään                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1299	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1299	SDP
133	                  Julkilausuma kansainvälisestä politiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1288	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1288	SDP
134	                  Kannanotto alue-, kaupunki- ja kuntapolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1276	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1276	SDP
135	                  Kannanotto asuntopolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1298	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1298	SDP
136	                  Kannanotto elinkeinopolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1277	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1277	SDP
137	                  Kannanotto energiapolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1278	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1278	SDP
138	                  Kannanotto Eurooppa-politiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1272	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1272	SDP
139	                  Kannanotto järjestötoiminnasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1297	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1297	SDP
140	                  Kannanotto kansainvälisistä asioista                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1283	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1283	SDP
141	                  Kannanotto koulutuspolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1295	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1295	SDP
142	                  Kannanotto kulttuuripolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1294	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1294	SDP
143	                  Kannanotto liikennepolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1279	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1279	SDP
144	                  Kannanotto liikuntapolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1293	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1293	SDP
145	                  Kannanotto oikeuspolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1280	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1280	SDP
146	                  Kannanotto sosiaalipolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1292	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1292	SDP
147	                  Kannanotto talous-, työllisyys- ja veropolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1281	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1281	SDP
148	                  Kannanotto terveyspolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1291	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1291	SDP
149	                  Kannanotto tiede- ja korkeakoulupolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1296	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1296	SDP
150	                  Kannanotto työelämästä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1290	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1290	SDP
151	                  Kannanotto viestinnästä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1282	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1282	SDP
152	                  Kannanotto ympäristöpolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1289	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	FI	SDP_1289	SDP
153	                  Principer för socialdemokratin                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/454	Suomen Sosialidemokraattinen Puolue	1999	yleisohjelma	SV	SDP_454	SDP
154	                  Resolution on international policies                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1287	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	EN	SDP_1287	SDP
155	                  Sosialidemokratian periaatteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/451	Suomen Sosialidemokraattinen Puolue	1999	yleisohjelma	FI	SDP_451	SDP
156	                  Stand on European policy                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1273	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	EN	SDP_1273	SDP
157	                  Stand on international affairs                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1284	Suomen Sosialidemokraattinen Puolue	1999	muu ohjelma	EN	SDP_1284	SDP
158	                  Luonnos SDP:n periaateohjelmaksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/453	Suomen Sosialidemokraattinen Puolue	1998	yleisohjelma	FI	SDP_453	SDP
159	                  Nuorisopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/443	Suomen Sosialidemokraattinen Puolue	1998	erityisohjelma	FI	SDP_443	SDP
160	                  SDP:n työelämän uudistamisohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/478	Suomen Sosialidemokraattinen Puolue	1998	erityisohjelma	FI	SDP_478	SDP
161	                  Tavoitteena täystyöllisyys - Vaalijulistus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/403	Suomen Sosialidemokraattinen Puolue	1998	vaaliohjelma	FI	SDP_403	SDP
162	                  Työtä ja yhteisvastuuta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1274	Suomen Sosialidemokraattinen Puolue	1997	muu ohjelma	FI	SDP_1274	SDP
163	                  Vakauden kautta kasvua, työllisyyttä ja hyvinvointia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1275	Suomen Sosialidemokraattinen Puolue	1997	muu ohjelma	FI	SDP_1275	SDP
164	                  Eurooppa-poliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1270	Suomen Sosialidemokraattinen Puolue	1996	vaaliohjelma	FI	SDP_1270	SDP
165	                  Kannanotto Eurooppa-politiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1271	Suomen Sosialidemokraattinen Puolue	1996	muu ohjelma	FI	SDP_1271	SDP
166	                  Kannanotto kansainvälisestä tilanteesta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1268	Suomen Sosialidemokraattinen Puolue	1996	muu ohjelma	FI	SDP_1268	SDP
167	                  Kunnallispoliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1269	Suomen Sosialidemokraattinen Puolue	1996	vaaliohjelma	FI	SDP_1269	SDP
168	                  Sisäpoliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/1267	Suomen Sosialidemokraattinen Puolue	1996	muu ohjelma	FI	SDP_1267	SDP
169	                  TAVOITTEITA VAALIKAUDELLE 1991-1994                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/488	Suomen Sosialidemokraattinen Puolue	1990	vaaliohjelma	FI	SDP_488	SDP
170	                  Koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/422	Suomen Sosialidemokraattinen Puolue	1987	erityisohjelma	FI	SDP_422	SDP
171	                  Maaseutupoliittiset ohjelmat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/440	Suomen Sosialidemokraattinen Puolue	1987	erityisohjelma	FI	SDP_440	SDP
172	                  SDP:n ympäristöpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/501	Suomen Sosialidemokraattinen Puolue	1987	erityisohjelma	FI	SDP_501	SDP
173	                  Sisäpoliittinen julkilausuma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/456	Suomen Sosialidemokraattinen Puolue	1987	erityisohjelma	FI	SDP_456	SDP
174	                  Sosialidemokraattisen Puolueen periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/450	Suomen Sosialidemokraattinen Puolue	1987	yleisohjelma	FI	SDP_450	SDP
175	                  Ulkopoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/483	Suomen Sosialidemokraattinen Puolue	1987	erityisohjelma	FI	SDP_483	SDP
176	                  Kohti täystyöllisyyttä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/472	Suomen Sosialidemokraattinen Puolue	1982	erityisohjelma	FI	SDP_472	SDP
177	                  SDP:n asuntopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/402	Suomen Sosialidemokraattinen Puolue	1982	erityisohjelma	FI	SDP_402	SDP
178	                  Viestintäpoliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/500	Suomen Sosialidemokraattinen Puolue	1982	erityisohjelma	FI	SDP_500	SDP
179	                  Energiapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/408	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_408	SDP
180	                  SDP:n lapsi- ja nuorisopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/435	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_435	SDP
181	                  SDP:n puolustuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/455	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_455	SDP
182	                  SDP:n Sisäpoliittinen julkilausuma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/457	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_457	SDP
183	                  Sdp:n tavoiteohjelma suomalaisen lapsen aseman parantamiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/434	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_434	SDP
184	                  Sosialidemokraattiseen kunnallispolitiikkaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/428	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_428	SDP
185	                  Ulkopoliittinen asiakirja                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/482	Suomen Sosialidemokraattinen Puolue	1981	erityisohjelma	FI	SDP_482	SDP
186	                  SDP:n kannanotto työväenperinteen tallentamiseksi ja vaalimiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/479	Suomen Sosialidemokraattinen Puolue	1980	erityisohjelma	FI	SDP_479	SDP
187	                  SDP:n ohjelma vammaisten aseman parantamiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/496	Suomen Sosialidemokraattinen Puolue	1980	erityisohjelma	FI	SDP_496	SDP
188	                  Sosialidemokraattiseen kunnallispolitiikkaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/431	Suomen Sosialidemokraattinen Puolue	1980	erityisohjelma	FI	SDP_431	SDP
189	                  Sosialidemokratian suunta - SDP:n tienviitat 1980-luvulle                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/462	Suomen Sosialidemokraattinen Puolue	1978	yleisohjelma	FI	SDP_462	SDP
190	                  SDP:n liikuntapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/437	Suomen Sosialidemokraattinen Puolue	1977	erityisohjelma	FI	SDP_437	SDP
191	                  SDP:n taidepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/463	Suomen Sosialidemokraattinen Puolue	1976	erityisohjelma	FI	SDP_463	SDP
192	                  Kannanotto SDP:n eläkepoliittisen ohjelman toteuttamisesta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/407	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_407	SDP
193	                  Koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/421	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_421	SDP
194	                  Maatalouspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/442	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_442	SDP
195	                  SDP:n osuuskauppapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/447	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_447	SDP
196	                  SDP:n teollisuuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/473	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_473	SDP
197	                  SDP:n terveyspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/474	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_474	SDP
198	                  SDP:n tiedepolitiikan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/475	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_475	SDP
199	                  SDP:n viestintäpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/499	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_499	SDP
200	                  Sosialidemokraattisen Puolueen VAALIOHJELMA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/956	Suomen Sosialidemokraattinen Puolue	1975	vaaliohjelma	FI	SDP_956	SDP
201	                  Työelämän uudistaminen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/477	Suomen Sosialidemokraattinen Puolue	1975	erityisohjelma	FI	SDP_477	SDP
202	                  SDP:n alkoholipoliittinen kannanotto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/401	Suomen Sosialidemokraattinen Puolue	1974	erityisohjelma	FI	SDP_401	SDP
203	                  SDP:n lyhyen tähtäyksen ohjelma miesten ja naisten tasa-arvon toteuttamiseksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/468	Suomen Sosialidemokraattinen Puolue	1974	erityisohjelma	FI	SDP_468	SDP
204	                  SDP:n perhepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/448	Suomen Sosialidemokraattinen Puolue	1974	erityisohjelma	FI	SDP_448	SDP
205	                  SDP:n puolueneuvoston kannanotto valtiosääntökysymyksessä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/495	Suomen Sosialidemokraattinen Puolue	1974	erityisohjelma	FI	SDP_495	SDP
206	                  SDP:n liikennepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/436	Suomen Sosialidemokraattinen Puolue	1973	erityisohjelma	FI	SDP_436	SDP
207	                  SDP:n eläkepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/406	Suomen Sosialidemokraattinen Puolue	1972	erityisohjelma	FI	SDP_406	SDP
208	                  SDP:n oikeusturvapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/446	Suomen Sosialidemokraattinen Puolue	1972	erityisohjelma	FI	SDP_446	SDP
209	                  Sosialidemokraattisen puolueen Kulttuuripolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/425	Suomen Sosialidemokraattinen Puolue	1972	erityisohjelma	FI	SDP_425	SDP
210	                  Sosialidemokraattisen puolueen kuluttajapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/426	Suomen Sosialidemokraattinen Puolue	1972	erityisohjelma	FI	SDP_426	SDP
211	                  Veropolitiikan suuntaviivat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/497	Suomen Sosialidemokraattinen Puolue	1972	erityisohjelma	FI	SDP_497	SDP
212	                  Kriminaalipolitiikka muuttuvassa yhteiskunnassa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/423	Suomen Sosialidemokraattinen Puolue	1969	erityisohjelma	FI	SDP_423	SDP
213	                  SDP:n kanta kehitysmaa- ja YK-politiikkaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/418	Suomen Sosialidemokraattinen Puolue	1969	erityisohjelma	FI	SDP_418	SDP
214	                  SDP:n luonnon- ja ympäristönhoito ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/438	Suomen Sosialidemokraattinen Puolue	1969	erityisohjelma	FI	SDP_438	SDP
215	                  Sosialidemokraattinen ulkopolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/481	Suomen Sosialidemokraattinen Puolue	1969	erityisohjelma	FI	SDP_481	SDP
216	                  SDP:n kulttuuripoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/424	Suomen Sosialidemokraattinen Puolue	1963	erityisohjelma	FI	SDP_424	SDP
217	                  SDP:n kunnallispoliittisia tavoitteita                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/429	Suomen Sosialidemokraattinen Puolue	1963	erityisohjelma	FI	SDP_429	SDP
218	                  SDP:n talouspoliittinen ohjelma perusteluineen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/464	Suomen Sosialidemokraattinen Puolue	1954	erityisohjelma	FI	SDP_464	SDP
219	                  SDP:n kunnallispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/427	Suomen Sosialidemokraattinen Puolue	1953	erityisohjelma	FI	SDP_427	SDP
220	                  SDP:n Periaateohjelma (perusteluineen)                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/SDP/449	Suomen Sosialidemokraattinen Puolue	1952	yleisohjelma	FI	SDP_449	SDP
